Volume Reference,Intelligence Summary Number,Start Date,End Date,Time,Civil Defence Region,Location,Country,Full Address,Latitude,Longitude,Killed,Injured,Total Casualties,Additional Notes
HO 203/15,3526,30/06/1944,01/07/1944,Night,12: South Eastern,Hurstmonceaux,England,Hurstmonceaux England ,50.8972646,0.3108175,Unspecified,Unspecified,Unspecified,
HO 203/15,3526,30/06/1944,01/07/1944,Night,12: South Eastern,"Mountfield, Robertsbridge",England,"Mountfield, Robertsbridge England ",50.9562922,0.4799847,0,1,1,
HO 203/15,3526,30/06/1944,01/07/1944,Night,12: South Eastern,Peasmarsh,England,Peasmarsh England ,50.978169,0.677946,0,0,0,
HO 203/15,3526,30/06/1944,01/07/1944,Night,12: South Eastern,Rotherfield,England,Rotherfield England ,51.046062,0.2194,0,0,0,
HO 203/15,3526,30/06/1944,01/07/1944,Night,12: South Eastern,Ticehurst,England,Ticehurst England ,51.04619,0.409067,0,Unspecified,"""Several slight casualties""",
HO 203/15,3526,30/06/1944,01/07/1944,Night,12: South Eastern,Udimore,England,Udimore England ,50.942169,0.649734,Unspecified,Unspecified,Unspecified,
HO 203/15,3527,30/06/1944,01/07/1944,Night,5: London,Beddington,England,Beddington England ,51.3692339,-0.1270687,Unspecified,Unspecified,25,
HO 203/15,3527,30/06/1944,01/07/1944,Night,5: London,Coulsdon,England,Coulsdon England ,51.319941,-0.141267,0,0,0,
HO 203/15,3527,30/06/1944,01/07/1944,Night,12: South Eastern,Hawkhurst,England,Hawkhurst England ,51.046735,0.50947,0,0,0,
HO 203/15,3527,30/06/1944,01/07/1944,Night,12: South Eastern,Wittersham,England,Wittersham England ,51.01105,0.7032969,0,0,0,
HO 203/15,3527,30/06/1944,01/07/1944,Night,12: South Eastern,Chelsham,England,Chelsham England ,51.3130972,-0.0321383,0,0,0,
HO 203/15,3527,30/06/1944,01/07/1944,Night,12: South Eastern,Hellingly,England,Hellingly England ,50.8886569,0.2468259,0,0,0,
HO 203/15,3527,01/07/1944,01/07/1944,Day,4: Eastern,Essendon,England,Essendon England ,51.7630768,-0.1563239,0,0,0,
HO 203/15,3527,01/07/1944,01/07/1944,Day,4: Eastern,Upminster,England,Upminster England ,51.555914,0.248894,0,14,14,
HO 203/15,3527,01/07/1944,01/07/1944,Day,4: Eastern,Woodham Ferrers,England,Woodham Ferrers England ,51.665618,0.599106,Unspecified,Unspecified,Unspecified,
HO 203/15,3527,01/07/1944,01/07/1944,Day,5: London,City of London,England,City of London England ,51.5123443,-0.0909852,0,60,60,"""3 trapped"""
HO 203/15,3527,01/07/1944,01/07/1944,Day,5: London,Bexley,England,Bexley England ,51.439933,0.154327,2,79,81,
HO 203/15,3527,01/07/1944,01/07/1944,Day,5: London,Greenwich,England,Greenwich England ,51.4933675,0.0098214,1,121,122,
HO 203/15,3527,01/07/1944,01/07/1944,Day,5: London,Battersea,England,Battersea England ,51.4722007,-0.165547,0,2,2,
HO 203/15,3527,01/07/1944,01/07/1944,Day,5: London,Lewisham,England,Lewisham England ,51.4611509,-0.0073177,1,29,30,
HO 203/15,3527,01/07/1944,01/07/1944,Day,5: London,Stepney,England,Stepney England ,51.5222254,-0.0491574,Unspecified,Unspecified,"""some""",
HO 203/15,3527,01/07/1944,01/07/1944,Day,5: London,West Ham,England,West Ham England ,51.538008,0.0124751,1,6,7,
HO 203/15,3527,01/07/1944,01/07/1944,Day,5: London,Willesden,England,Willesden England ,51.5476301,-0.2369246,2,4,6,
HO 203/15,3527,01/07/1944,01/07/1944,Day,5: London,Woolwich,England,Woolwich England ,51.4894752,0.0675883,5,15,20,
HO 203/15,3527,01/07/1944,01/07/1944,Day,5: London,Mitcham,England,Mitcham England ,51.402869,-0.166709,Unspecified,Unspecified,"""some""",
HO 203/15,3527,01/07/1944,01/07/1944,Day,5: London,Crayford,England,Crayford England ,51.4501131,0.1822046,0,7,7,
HO 203/15,3527,01/07/1944,01/07/1944,Day,5: London,Croydon,England,Croydon England ,51.3769529,-0.0956895,17,136,153,
HO 203/15,3527,01/07/1944,01/07/1944,Day,5: London,Beckenham,England,Beckenham England ,51.40817,-0.025813,0,3,3,
HO 203/15,3527,01/07/1944,01/07/1944,Day,5: London,Beddington,England,Beddington England ,51.3692339,-0.1270687,0,13,13,
HO 203/15,3527,01/07/1944,01/07/1944,Day,5: London,Bromley,England,Bromley England ,51.406025,0.013156,0,41,41,
HO 203/15,3527,01/07/1944,01/07/1944,Day,5: London,Carshalton,England,Carshalton England ,51.365018,-0.164921,0,0,0,
HO 203/15,3527,01/07/1944,01/07/1944,Day,5: London,Chingford,England,Chingford England ,51.6320667,0.0073627,0,0,0,
HO 203/15,3527,01/07/1944,01/07/1944,Day,5: London,Coulsdon,England,Coulsdon England ,51.319941,-0.141267,0,0,0,
HO 203/15,3527,01/07/1944,01/07/1944,Day,5: London,Deptford,England,Deptford England ,51.4807988,-0.0231099,0,24,24,
HO 203/15,3527,01/07/1944,01/07/1944,Day,5: London,East Barnet,England,East Barnet England ,51.631068,-0.151271,0,0,0,
HO 203/15,3527,01/07/1944,01/07/1944,Day,5: London,Erith,England,Erith England ,51.480818,0.174675,0,0,0,
HO 203/15,3527,01/07/1944,01/07/1944,Day,5: London,Esher,England,Esher England ,51.369487,-0.365927,0,0,0,
HO 203/15,3527,01/07/1944,01/07/1944,Day,5: London,Fulham,England,Fulham England ,51.4773433,-0.2016817,6,12,18,"""40 unclassified"""
HO 203/15,3527,01/07/1944,01/07/1944,Day,5: London,Lambeth,England,Lambeth England ,51.4935082,-0.1178424,0,0,0,"""casualties caused in Wandsworth"""
HO 203/15,3527,01/07/1944,01/07/1944,Day,5: London,Poplar,England,Poplar England ,51.5123792,-0.0087975,0,1,1,
HO 203/15,3527,01/07/1944,01/07/1944,Day,5: London,Sidcup,England,Sidcup England ,51.4264863,0.1009392,3,10,13,
HO 203/15,3527,01/07/1944,01/07/1944,Day,5: London,Southgate,England,Southgate England ,52.3555177,-1.1743197,1,12,13,"""some trapped"""
HO 203/15,3527,01/07/1944,01/07/1944,Day,5: London,"Sutton, London",England,"Sutton, London England ",51.3614279,-0.193961,Unspecified,Unspecified,"""some""",
HO 203/15,3527,01/07/1944,01/07/1944,Day,5: London,Wandsworth,England,Wandsworth England ,51.458373,-0.1891356,7,93,100,
HO 203/15,3527,01/07/1944,01/07/1944,Day,5: London,Wood Green,England,Wood Green England ,51.5971722,-0.1098021,1,12,13,
HO 203/15,3527,01/07/1944,01/07/1944,Day,6: Southern,Maidenhead,England,Maidenhead England ,51.5218209,-0.7242048,0,62,62,
HO 203/15,3527,01/07/1944,01/07/1944,Day,6: Southern,Windsor,England,Windsor England ,51.4803421,-0.6157137,0,27,27,
HO 203/15,3527,01/07/1944,01/07/1944,Day,12: South Eastern,"Cliffe, Rochester",England,"Cliffe, Rochester England ",51.4621009,0.497533,0,7,7,
HO 203/15,3527,01/07/1944,01/07/1944,Day,12: South Eastern,Cooling,England,Cooling England ,51.454126,0.524562,Unspecified,Unspecified,Unspecified,
HO 203/15,3527,01/07/1944,01/07/1944,Day,12: South Eastern,Dartford,England,Dartford England ,51.44621,0.216872,0,0,0,
HO 203/15,3527 + 3528,01/07/1944,01/07/1944,Day,12: South Eastern,Eynsford,England,Eynsford England ,51.366456,0.211539,0,0,0,
HO 203/15,3527 + 3529,01/07/1944,01/07/1944,Day,12: South Eastern,Farningham,England,Farningham England ,51.380963,0.218655,0,11,11,
HO 203/15,3527,01/07/1944,01/07/1944,Day,12: South Eastern,Higham,England,Higham England ,51.413861,0.457199,0,16,16,
HO 203/15,3527,01/07/1944,01/07/1944,Day,12: South Eastern,Kemsing,England,Kemsing England ,51.305953,0.228754,Unspecified,Unspecified,Unspecified,
HO 203/15,3527,01/07/1944,01/07/1944,Day,12: South Eastern,Kingsdown,England,Kingsdown England ,51.185718,1.400363,Unspecified,Unspecified,Unspecified,
HO 203/15,3527 + 3529,01/07/1944,01/07/1944,Day,12: South Eastern,Lullingstone,England,Lullingstone England ,51.3605472,0.1956646,0,4,4,
HO 203/15,3527 + 3529,01/07/1944,01/07/1944,Day,12: South Eastern,Maidstone,England,Maidstone England ,51.270363,0.522699,0,0,0,
HO 203/15,3527,01/07/1944,01/07/1944,Day,12: South Eastern,Penshurst,England,Penshurst England ,51.1727246,0.1824358,0,0,0,
HO 203/15,3527,01/07/1944,01/07/1944,Day,12: South Eastern,"Shoreham, Sevenoaks",England,"Shoreham, Sevenoaks England ",51.3333049,0.1779114,0,0,0,
HO 203/15,3527,01/07/1944,01/07/1944,Day,12: South Eastern,Sutton-at-Hone,England,Sutton-at-Hone England ,51.413735,0.232214,Unspecified,Unspecified,Unspecified,
HO 203/15,3527,01/07/1944,01/07/1944,Day,12: South Eastern,Wrotham,England,Wrotham England ,51.30777,0.308506,0,0,0,
HO 203/15,3527,01/07/1944,01/07/1944,Day,12: South Eastern,Billingshurst,England,Billingshurst England ,51.022909,-0.451462,0,0,0,
HO 203/15,3527,01/07/1944,01/07/1944,Day,12: South Eastern,Salehurst,England,Salehurst England ,50.9919749,0.490694,0,0,0,
HO 203/15,3527,01/07/1944,01/07/1944,Day,12: South Eastern,Ticehurst,England,Ticehurst England ,51.04619,0.409067,0,5,5,
HO 203/15,3527,01/07/1944,01/07/1944,Day,12: South Eastern,Reigate,England,Reigate England ,51.237276,-0.205883,0,0,0,
HO 203/15,3527,01/07/1944,01/07/1944,Day,12: South Eastern,Shere,England,Shere England ,51.2194368,-0.4648081,0,1,1,
HO 203/15,3528,01/07/1944,02/07/1944,Night,4: Eastern,Stapleford Tawney,England,Stapleford Tawney England ,51.6584483,0.1782493,Unspecified,Unspecified,Unspecified,
HO 203/15,3528,01/07/1944,02/07/1944,Night,4: Eastern,Kessingland,England,Kessingland England ,52.420022,1.712617,0,0,0,
HO 203/15,3528,01/07/1944,02/07/1944,Night,5: London,Battersea,England,Battersea England ,51.4722007,-0.165547,0,Unspecified,"""a few minor casualties""","""some trapped"""
HO 203/15,3528 + 3529,01/07/1944,02/07/1944,Night,5: London,Beckenham,England,Beckenham England ,51.40817,-0.025813,0,0,0,
HO 203/15,3528,01/07/1944,02/07/1944,Night,5: London,Bermondsey,England,Bermondsey England ,51.4922655,-0.0652005,0,35,35,"""11 trapped"""
HO 203/15,3528,01/07/1944,02/07/1944,Night,5: London,Bexley,England,Bexley England ,51.439933,0.154327,Unspecified,Unspecified,Unspecified,
HO 203/15,3528,01/07/1944,02/07/1944,Night,5: London,Bromley,England,Bromley England ,51.406025,0.013156,Unspecified,Unspecified,Unspecified,
HO 203/15,3528,01/07/1944,02/07/1944,Night,5: London,Camberwell,England,Camberwell England ,51.4740846,-0.0930137,0,0,25,"""10 persons trapped"""
HO 203/15,3528,01/07/1944,02/07/1944,Night,5: London,Chigwell,England,Chigwell England ,51.626281,0.080647,0,0,0,
HO 203/15,3528,01/07/1944,02/07/1944,Night,5: London,Coulsdon + Purley,England,Coulsdon + Purley England ,51.339228,-0.119711,0,0,0,
HO 203/15,3528,01/07/1944,02/07/1944,Night,5: London,Croydon,England,Croydon England ,51.3769529,-0.0956895,Unspecified,Unspecified,"""Casualties reported""","""some trapped"""
HO 203/15,3529,01/07/1944,02/07/1944,Night,4: Eastern,Romford,England,Romford England ,51.577076,0.178319,0,0,0,
HO 203/15,3528 + 3529,01/07/1944,02/07/1944,Night,5: London,Deptford,England,Deptford England ,51.4807988,-0.0231099,45,341,450,"Total casualities for London, 109 unclassified"
HO 203/15,3528,01/07/1944,02/07/1944,Night,5: London,Esher,England,Esher England ,51.369487,-0.365927,45,341,450,"Total casualities for London, 109 unclassified"
HO 203/15,3528,01/07/1944,02/07/1944,Night,5: London,Fulham,England,Fulham England ,51.4773433,-0.2016817,45,341,450,"Total casualities for London, 109 unclassified"
HO 203/15,3528,01/07/1944,02/07/1944,Night,5: London,Hackney,England,Hackney England ,51.5436387,-0.0553621,45,341,450,"Total casualities for London, 109 unclassified, 1 trapped"
HO 203/15,3528,01/07/1944,02/07/1944,Night,5: London,Hayes + Harlington,England,Hayes + Harlington England ,51.487296,-0.434749,45,341,450,"Total casualities for London, 109 unclassified"
HO 203/15,3528,01/07/1944,02/07/1944,Night,5: London,Hendon,England,Hendon England ,51.5860901,-0.2307061,45,341,450,"Total casualities for London, 109 unclassified"
HO 203/15,3528 + 3529,01/07/1944,02/07/1944,Night,5: London,Islington,England,Islington England ,51.538621,-0.1028346,45,341,450,"Total casualities for London, 109 unclassified"
HO 203/15,3528,01/07/1944,02/07/1944,Night,5: London,Lambeth,England,Lambeth England ,51.4935082,-0.1178424,45,341,450,"Total casualities for London, 109 unclassified, ""some persons trapped"""
HO 203/15,3528,01/07/1944,02/07/1944,Night,5: London,Lewisham,England,Lewisham England ,51.4611509,-0.0073177,45,341,450,"Total casualities for London, 109 unclassified"
HO 203/15,3528,01/07/1944,02/07/1944,Night,5: London,Merton + Malden,England,Merton + Malden England ,51.384967,-0.252908,45,341,450,"Total casualities for London, 109 unclassified, ""some people trapped"""
HO 203/15,3528,01/07/1944,02/07/1944,Night,5: London,Orpington,England,Orpington England ,51.374843,0.094214,45,341,450,"Total casualities for London, 109 unclassified"
HO 203/15,3528,01/07/1944,02/07/1944,Night,5: London,Surbiton,England,Surbiton England ,51.39401,-0.302662,45,341,450,"Total casualities for London, 109 unclassified"
HO 203/15,3528,01/07/1944,02/07/1944,Night,5: London,Twickenham,England,Twickenham England ,51.4453043,-0.3375429,45,341,450,"Total casualities for London, 109 unclassified"
HO 203/15,3528,01/07/1944,02/07/1944,Night,5: London,Wandsworth,England,Wandsworth England ,51.458373,-0.1891356,45,341,450,"Total casualities for London, 109 unclassified, ""some persons trapped"""
HO 203/15,3528,01/07/1944,02/07/1944,Night,5: London,Westminster,England,Westminster England ,51.4974948,-0.1356583,45,341,450,"Total casualities for London, 109 unclassified"
HO 203/15,3528,01/07/1944,02/07/1944,Night,5: London,West Ham,England,West Ham England ,51.538008,0.0124751,45,341,450,"Total casualities for London, 109 unclassified"
HO 203/15,3528,01/07/1944,02/07/1944,Night,12: South Eastern,Burmarsh,England,Burmarsh England ,51.0487666,0.997954,0,0,0,
HO 203/15,3528,01/07/1944,02/07/1944,Night,12: South Eastern,Sutton-at-Hone,England,Sutton-at-Hone England ,51.413735,0.232214,0,1,1,
HO 203/15,3528,01/07/1944,02/07/1944,Night,12: South Eastern,Caterham,England,Caterham England ,51.280296,-0.0816159,0,4,4,
HO 203/15,3528,01/07/1944,02/07/1944,Night,12: South Eastern,Horley,England,Horley England ,51.173516,-0.172109,0,0,0,
HO 203/15,3528,01/07/1944,02/07/1944,Night,12: South Eastern,Oxted,England,Oxted England ,51.255714,-0.000003,0,0,0,
HO 203/15,3528,01/07/1944,02/07/1944,Night,12: South Eastern,West Horsley,England,West Horsley England ,51.263484,-0.456781,0,0,0,
HO 203/15,3528 + 3529,01/07/1944,02/07/1944,Night,12: South Eastern,Barcombe,England,Barcombe England ,50.914121,0.018721,0,0,0,
HO 203/15,3528 + 3529,01/07/1944,02/07/1944,Night,12: South Eastern,Beckley,England,Beckley England ,50.9860577,0.6394698,0,8,8,
HO 203/15,3528,01/07/1944,02/07/1944,Night,12: South Eastern,Bexhill,England,Bexhill England ,50.8499062,0.4662071,0,0,0,
HO 203/15,3528 + 3529,01/07/1944,02/07/1944,Night,12: South Eastern,Hastings,England,Hastings England ,50.854259,0.573453,0,5,5,
HO 203/15,3528,01/07/1944,02/07/1944,Night,12: South Eastern,Hellingly,England,Hellingly England ,50.8886569,0.2468259,0,0,0,
HO 203/15,3528 + 3529,01/07/1944,02/07/1944,Night,12: South Eastern,"Hooe, Battle",England,"Hooe, Battle England ",50.8694805,0.4044934,0,0,0,
HO 203/15,3528 + 3529,01/07/1944,02/07/1944,Night,12: South Eastern,Northiam,England,Northiam England ,50.994596,0.599765,0,10,10,
HO 203/15,3528,01/07/1944,02/07/1944,Night,12: South Eastern,Rye,England,Rye England ,50.949708,0.73726,0,0,0,
HO 203/15,3528,01/07/1944,02/07/1944,Night,12: South Eastern,Wadhurst,England,Wadhurst England ,51.061756,0.33802,0,0,0,
HO 203/15,3528,01/07/1944,02/07/1944,Night,12: South Eastern,Withyam,England,Withyam England ,51.7978049,0.6372179,0,0,0,
HO 203/15,3528,01/07/1944,01/07/1944,Day,12: South Eastern,Dymchurch,England,Dymchurch England ,51.0290864,0.9987909,0,0,0,
HO 203/15,3528,01/07/1944,01/07/1944,Day,12: South Eastern,Eynsford,England,Eynsford England ,51.366456,0.211539,0,0,0,
HO 203/15,3528,01/07/1944,01/07/1944,Day,12: South Eastern,Limpsfield,England,Limpsfield England ,51.2598739,0.0131674,0,0,0,
HO 203/15,3528,01/07/1944,01/07/1944,Day,12: South Eastern,Dorking,England,Dorking England ,51.232202,-0.332378,0,0,0,
HO 203/15,3529,01/07/1944,02/07/1944,Night,5: London,Sidcup,England,Sidcup England ,51.4264863,0.1009392,0,0,0,
HO 203/15,3529,01/07/1944,01/07/1944,Day,12: South Eastern,Barming,England,Barming England ,51.2649041,0.4584923,0,0,0,Explosion during bomb disposal
HO 203/15,3529,01/07/1944,02/07/1944,Night,12: South Eastern,Horton Kirby,England,Horton Kirby England ,51.393097,0.243684,0,0,0,
HO 203/15,3529,01/07/1944,02/07/1944,Night,12: South Eastern,Forest Row,England,Forest Row England ,51.097391,0.033222,0,0,0,
HO 203/15,3529,01/07/1944,02/07/1944,Night,12: South Eastern,Frant,England,Frant England ,51.0961209,0.2705081,0,0,0,
HO 203/15,3529,02/07/1944,02/07/1944,Day,4: Eastern,Hertford,England,Hertford England ,51.795756,-0.081157,0,11,11,
HO 203/15,3529,02/07/1944,02/07/1944,Day,4: Eastern,"Clare, Suffolk",England,"Clare, Suffolk England ",52.0891006,0.5599797,0,0,0,
HO 203/15,3529,02/07/1944,02/07/1944,Day,5: London,Barking,England,Barking England ,51.536563,0.075766,51,380,410,"Total casualty figures for London, 30 unclassified, 10 missing"
HO 203/15,3529,02/07/1944,02/07/1944,Day,5: London,Barnet,England,Barnet England ,51.6569225,-0.1949252,51,380,410,"Total casualty figures for London, 30 unclassified, 10 missing"
HO 203/15,3529,02/07/1944,02/07/1944,Day,5: London,Beckenham,England,Beckenham England ,51.40817,-0.025813,51,380,410,"Total casualty figures for London, 30 unclassified, 10 missing"
HO 203/15,3529,02/07/1944,02/07/1944,Day,5: London,Beddington,England,Beddington England ,51.3692339,-0.1270687,51,380,410,"Total casualty figures for London, 30 unclassified, 10 missing"
HO 203/15,3529,02/07/1944,02/07/1944,Day,5: London,Bexley,England,Bexley England ,51.439933,0.154327,51,380,410,"Total casualty figures for London, 30 unclassified, 10 missing"
HO 203/15,3529,02/07/1944,02/07/1944,Day,5: London,Bromley,England,Bromley England ,51.406025,0.013156,51,380,410,"Total casualty figures for London, 30 unclassified, 10 missing"
HO 203/15,3529,02/07/1944,02/07/1944,Day,5: London,Camberwell,England,Camberwell England ,51.4740846,-0.0930137,51,380,410,"Total casualty figures for London, 30 unclassified, 10 missing"
HO 203/15,3529,02/07/1944,02/07/1944,Day,5: London,Coulsdon,England,Coulsdon England ,51.319941,-0.141267,51,380,410,"Total casualty figures for London, 30 unclassified, 10 missing"
HO 203/15,3529,02/07/1944,02/07/1944,Day,5: London,Croydon,England,Croydon England ,51.3769529,-0.0956895,51,380,410,"Total casualty figures for London, 30 unclassified, 10 missing"
HO 203/15,3529,02/07/1944,02/07/1944,Day,5: London,Enfield,England,Enfield England ,51.6522994,-0.0807119,51,380,410,"Total casualty figures for London, 30 unclassified, 10 missing"
HO 203/15,3529,02/07/1944,02/07/1944,Day,5: London,Epsom,England,Epsom England ,51.3351004,-0.2637125,51,380,410,"Total casualty figures for London, 30 unclassified, 10 missing"
HO 203/15,3529,02/07/1944,02/07/1944,Day,5: London,Erith,England,Erith England ,51.480818,0.174675,51,380,410,"Total casualty figures for London, 30 unclassified, 10 missing"
HO 203/15,3529,02/07/1944,02/07/1944,Day,5: London,Greenwich,England,Greenwich England ,51.4933675,0.0098214,51,380,410,"Total casualty figures for London, 30 unclassified, 10 missing"
HO 203/15,3529,02/07/1944,02/07/1944,Day,5: London,Hammersmith,England,Hammersmith England ,51.491187,-0.223731,51,380,410,"Total casualty figures for London, 30 unclassified, 10 missing"
HO 203/15,3529,02/07/1944,02/07/1944,Day,5: London,Kensington,England,Kensington England ,51.5010095,-0.1932794,51,380,410,"Total casualty figures for London, 30 unclassified, 10 missing"
